type,name,address,capacity,code
有料老人ホーム,江別ケアパークそよ風,江別市1条3丁目12-2,120,01217
有料老人ホーム,介護付有料老人ホーム花音,江別市大麻北町520番地5,40,01217
有料老人ホーム,ふれあいの里　華仙,江別市上江別西町5番地の5,39,01217
有料老人ホーム（地域密着型）,介護付有料老人ホーム蓮音,江別市緑ヶ丘24番地1,29,01217
有料老人ホーム,特定施設入居者生活介護もみの木,江別市野幌寿町30番地4,28,01217
有料老人ホーム,介護付有料老人ホーム きらり,江別市大麻北町607番地2,15,01217
軽費老人ホーム,ケアハウスすいこう　特定施設入居者生活介護事業所,赤平市百戸町西１丁目３番地,50,01218
サ高住,紫苑館,士別市東1条15丁目3144－166,30,01220
有料老人ホーム,介護付有料老人ホーム至福の館士別の金さん銀さん,士別市大通東15丁目３１４４番地174,30,01220
有料老人ホーム（地域密着型）,介護付有料老人ホームあじさい,士別市東6条5丁目1番地,24,01220
軽費老人ホーム,医療法人　臨生会　ケアハウス　ノーデンス西1条,名寄市西1条南10丁目21番地,29,01221
サ高住,介護付き高齢者向け住宅ほのか三笠,三笠市幸町8-2,30,01222
有料老人ホーム,介護付有料老人ホーム勢和,根室市定基町３丁目３番地,42,01223
軽費老人ホーム,ケアハウス千歳ふくろうの園,千歳市大和４丁目３番１１,50,01224
有料老人ホーム,介護付有料老人ホームフルールハピネスたきかわ,滝川市栄町1丁目11番30号,56,01225
有料老人ホーム,介護付有料老人ホームあおぞら,滝川市花月町３丁目６番１７号,54,01225
サ高住,特定施設入居者生活介護カーサ シーザーズ３－３,滝川市栄町3丁目3番16号,52,01225
サ高住,特定施設入居者生活介護　カーサ シーザーズ,滝川市本町1丁目5番27号,39,01225
サ高住（外部サービス利用型）,特定施設入居者生活介護　カーサ シーザーズ,滝川市本町一丁目５番27号,39,01225
軽費老人ホーム,滝川市ケアハウス緑寿園,滝川市江部乙町東12丁目13番16号,20,01225
有料老人ホーム,介護付有料老人ホームねんりん館,砂川市西4条北17丁目１番１号,64,01226
有料老人ホーム,有料老人ホームらくら砂川,砂川市西2条北3丁目1-1,61,01226
サ高住,介護付高齢者住宅シニアレジデンスじけい,砂川市西3条南11丁目3番20号,47,01226
有料老人ホーム（外部サービス利用型）,外部サービス利用型指定特定施設入居者生活介護事業所　楽生園,歌志内市字文珠244番地2,30,01227
軽費老人ホーム（外部サービス利用型）,ケアハウスアニスティ深川　特定施設入居者生活介護事業所,深川市２条４番３号,50,01228
有料老人ホーム,介護付有料老人ホームこんにちわ金さん銀さん,深川市音江町1丁目3番13号,30,01228
軽費老人ホーム（地域密着型）,ケアハウスえんれい草,深川市４条１２番６号,29,01228
有料老人ホーム,花・水・木　富良野,富良野市幸町9番3号,36,01229
有料老人ホーム（外部サービス利用型）,有料老人ホームすまいるふらの,富良野市字下御料１９９０番地１６,26,01229
サ高住（外部サービス利用型）,特定施設サービス付高齢者向け住宅すえひろ,富良野市末広町6番22号,18,01229
有料老人ホーム,介護付有料老人ホーム　セ・ジュネス,登別市常盤町３丁目１－９,52,01230
軽費老人ホーム,特定施設ケアハウスアンデルセンの丘,登別市富岸町1丁目7番地８,50,01230
サ高住,サポートハウスみどりの樹,登別市緑町1丁目1番地6,30,01230
有料老人ホーム,医療法人社団　慶心会　介護付有料老人ホーム　ラ・デュース恵み野,恵庭市恵み野西５丁目３番１,100,01231
有料老人ホーム,介護付有料老人ホームラ・デュース中島,恵庭市中島町6丁目15番1,73,01231
有料老人ホーム,イリーゼ恵庭,恵庭市相生町2-1,73,01231
軽費老人ホーム,特定施設入居者生活介護　ケアハウス　セイントヒルズ,伊達市舟岡町２１２番地１３,50,01233
有料老人ホーム,介護付有料老人ホームチエロだて,伊達市舟岡町340番地1,50,01233
有料老人ホーム,さらさ　伊達,伊達市山下町８番７号,36,01233
軽費老人ホーム,社会福祉法人慈光園　ケアハウスきたひろしま,北広島市輪厚５１２番地４,50,01234
サ高住,介護付有料老人ホーム悠々,北広島市輪厚５５８番地１４３,50,01234
サ高住,ふれあいの里華れん,北広島市虹ヶ丘７丁目２－３,50,01234
有料老人ホーム,介護付有料老人ホームサンヴィレッジ北広島,北広島市中央6丁目9-2,25,01234
軽費老人ホーム,特定施設入居者生活介護　ケアハウスいしかり,石狩市花畔360-26,50,01235
有料老人ホーム,介護付有料老人ホームあんじゅう七重浜,北斗市七重浜1丁目4番17号,100,01236
サ高住,特定施設入居者生活介護サービス付き高齢者向け住宅北斗,北斗市七重浜2丁目37番5号,66,01236
軽費老人ホーム,ケアハウスはまなすの里,北斗市野崎１９９番地１,50,01236
軽費老人ホーム,ケアハウスそよかぜ,北斗市桜岱350番5,50,01236
サ高住,サービス付き高齢者向け住宅ほっと,北斗市本町5丁目16番9号,42,01236
有料老人ホーム,介護付有料老人ホーム晴れやか,北斗市飯生１丁目６番７号,20,01236
サ高住,ハッピーライフ幸縁,北斗市久根別３丁目４番１９号,4,01236
有料老人ホーム,有料老人ホーム　公楽苑,当別町太美町2343-39,125,01303
軽費老人ホーム,ケアハウス豊寿,七飯町本町７丁目６５７番地５,50,01337
軽費老人ホーム,軽費老人ホーム(ケアハウス)フェニックスコート,七飯町鳴川3丁目25番1号,49,01337
有料老人ホーム,特定施設入居者生活介護施設　豊生園,森町字上台町３２６番地の８,50,01345
軽費老人ホーム,ケアハウスひまわり,八雲町栄町１３番１,29,01346
軽費老人ホーム,ケアハウスなのはな,八雲町栄町１３番１,29,01346
軽費老人ホーム（地域密着型）,ケアハウスかもめ荘,江差町字桧岱２１７番地３,20,01361
有料老人ホーム,ゆいま～る厚沢部,厚沢部町新町115番地,20,01363
有料老人ホーム,介護付有料老人ホーム七福神恵比寿館,岩内町字栄7番地3,56,01402
有料老人ホーム,介護付有料老人ホームかえでの杜,長沼町西町1丁目8番1号,100,01428
有料老人ホーム,介護付有料老人ホームプライエボーリくりやま,栗山町中央3丁目192番地1,25,01429
有料老人ホーム,介護付有料老人ホームサンヴィレッジ栗山,栗山町松風3丁目45-1,24,01429
有料老人ホーム,廣樹庵,栗山町中里61-12,22,01429
軽費老人ホーム,特定施設入居者生活介護　ケアハウスハーブガーデン新十津川,新十津川町字中央５１５番地８,50,01432
有料老人ホーム,介護付有料老人ホーム　アットホームサルビア,秩父別町1542番地1,15,01434
有料老人ホーム,さわやか東神楽館,東神楽町北1条東2丁目9番18号,100,01453
有料老人ホーム,介護付有料老人ホーム高齢者ふれあいハウスファミリー,東川町北町5丁目４－１１,36,01458
有料老人ホーム（外部サービス利用型）,有料老人ホームゆう,東川町北町4丁目９－２１,20,01458
有料老人ホーム,介護付有料老人ホームさくら園ましけ,増毛町南暑寒町９丁目105番地の２,29,01481
有料老人ホーム,介護付有料老人ホーム陽光園,小平町字小平町４３３番地２９,27,01482
軽費老人ホーム（地域密着型）,ケアハウスやすらぎの苑,斜里町青葉町３８番地,20,01545
軽費老人ホーム（外部サービス利用型）,ケアハウスきよさと,清里町羽衣町３５番地３４,50,01546
軽費老人ホーム,特定施設入居者生活介護サンガーデンさろま,佐呂間町字宮前町１５２番地６,50,01552
有料老人ホーム（外部サービス利用型）,介護付有料老人ホーム「花つむぎ」,白老町東町2丁目4番12号,60,01578
サ高住,介護付有料老人ホーム「花つむぎ」,白老町東町2丁目4番12号,60,01578
有料老人ホーム,介護付き有料老人ホーム悠悠,白老町高砂町3丁目1番6号,52,01578
軽費老人ホーム,ケアハウスサックル,安平町早来栄町１５７-１,30,01585
有料老人ホーム,特定施設入居者生活介護 ことの葉おとふけ,音更町木野大通西13丁目1番11,80,01631
軽費老人ホーム,特定施設入居者生活介護事業所あさひ苑,音更町柏寿台1番地5,50,01631
サ高住,介護付高齢者専用賃貸住宅ピアしらかば,音更町木野西通１５丁目５番４,29,01631
有料老人ホーム,ノーステラス札内西町,幕別町札内西町４０番１,100,01643
有料老人ホーム（地域密着型）,グループリビン麦,浦幌町字住吉町54番地の5,10,01649
有料老人ホーム,特定施設入居者生活介護カーサクオリス,釧路町木場１丁目１０番地３,57,01661
有料老人ホーム,あいけあガーデン東陽,釧路町東陽西１丁目２５番地６,50,01661
有料老人ホーム,介護付有料老人ホームはまなす睦館,釧路町睦2丁目1番地6,41,01661
サ高住,特定施設入居者生活介護つなぐ,中標津町西11条南8丁目3番地,60,01692
軽費老人ホーム,ミッドライフケアレジデンス,青森市新町1丁目2番5号,30,02201
軽費老人ホーム（地域密着型）,ケアハウス幸陽,青森市大字矢田字下野尻48番2,29,02201
